recipe_id,recipe_name,receipe_alt_name,instructions,section id,section_name,ingrediant_row_id,ingrediant_id,ingrediant_name,ingrediant_qty,measure_unit,pack_type,pack_qty,to_order_unit_qty
9,"ביצה עלומה, האש בראון ובייקון בקרמל",,tbd,3,עגבניה צלוייה,113,134,תימין,2,גבעול,צרור,20,0.1
12,סלט ירוק עם ויניגרט עשבים,,tbd,2,רוטב,149,134,תימין,2,גבעול,צרור,20,0.1
40,ביף בורגיניון,,tbd,2,רוטב,559,134,תימין,2,גבעול,צרור,20,0.1
45,"טארט עגבניות, זיתים ודג כבוש",,tbd,1,קונקסה,606,134,תימין,2,גבעול,צרור,20,0.1
45,"טארט עגבניות, זיתים ודג כבוש",,tbd,2,אסקבש escabeche,617,134,תימין,2,גבעול,צרור,20,0.1
46,ביף וולינגטון,,tbd,4,רוטב,655,134,תימין,2,גבעול,צרור,20,0.1
3,ציר עוף 5.5 ליטר,Fond Blanc de Vollaille,tbd,1,מתכון,37,134,תימין,4,גבעול,צרור,20,0.2
19,ציר דגים 2.5 ליטר,Fumet de Possions,tbd,1,מתכון,246,134,תימין,4,גבעול,צרור,20,0.2
23,פוט או פה (סיר על האש),Pot au Feu,tbd,1,מתכון,327,134,תימין,4,גבעול,צרור,20,0.2
25,ציר בקר 6 ליטר,,tbd,1,מתכון,358,134,תימין,4,גבעול,צרור,20,0.2
15,טארט בורדלו,Tarte Bourdaloue,tbd,4,אגסים בסירופ,204,134,תמצית וניל,0.5,כפית,משחה,20,0.025
27,פנה קוטה עם פירות אדומים,,tbd,1,פנה קוטה,388,135,תמצית וניל,0.5,כפית,משחה,20,0.025
12,סלט ירוק עם ויניגרט עשבים,,tbd,1,מתכון,141,133,תערובת חסה ועלים,600,גרם,אריזה,600,1
11,סלט ניסואז,Salade Nicoise,tbd,1,מתכון,126,137,תפוח אדמה,1,יחידה,יחידה,1,1
18,פילה דניס עם ירקות בסגנון בויאבז,,tbd,2,ירקות,236,137,תפוח אדמה,1,יחידה,יחידה,1,1
24,פילה בקר בחוט,,tbd,1,מתכון,337,137,תפוח אדמה,1,יחידה,יחידה,1,1
26,"אנטריקוט צלוי, רוטב פלפל ותפוחי אדמה",,tbd,3,תפוח אדמה בפרסיאד,380,137,תפוח אדמה,1,יחידה,יחידה,1,1
28,עוף בקארי מאסמן,,tbd,1,מתכון,398,137,תפוח אדמה,2,יחידה,יחידה,1,2
9,"ביצה עלומה, האש בראון ובייקון בקרמל",,tbd,2,האש בראון,103,137,תפוח אדמה,3,יחידה,יחידה,1,3
23,פוט או פה (סיר על האש),Pot au Feu,tbd,1,מתכון,329,137,תפוח אדמה,6,יחידה,יחידה,1,6
35,כרבולות תרנגול בתפו״א ומנטה,,במתכון תפוח אדמה צלוי,3,מלית,505,137,תפוח אדמה,300,גרם,במשקל,1000,0.3
40,ביף בורגיניון,,tbd,3,פירה,566,137,תפוח אדמה,500,גרם,במשקל,1000,0.5
1,סלט בורגול ועשבים,טבולה,tbd,1,מתכון,5,138,תפוח עץ,1,יחידה,יחידה,1,1
48,טרין כבד אווז ועוף עם צ׳אטני תפוחים,,tbd,2,צ׳אטני,679,138,תפוח עץ,2,יחידה,יחידה,1,2
44,טארט תפוחים,,tbd,1,מתכון,601,138,תפוח עץ,3,יחידה,יחידה,1,3
43,טארט טאטן קלאסי,,tbd,1,מתכון,596,138,תפוח עץ,10,יחידה,יחידה,1,10
17,קרם ברולה,Creme Brulee,tbd,1,מתכון,223,139,תרמילי הל,7,יחידה,במשקל,7,1
